userID,artistID,weight
225,167,0.01558594324364064
1380,169,0.023798356343169444
608,361,0.007438346804862642
1125,88,0.003601098640263131
961,310,0.017144546260715342
1088,1577,0.025321543408360132
158,536,0.02957962292642846
218,1742,0.005528808377501893
492,0,0.004996431120628123
205,205,0.02167355236408945
1099,545,0.011883810641210244
1780,85,0.020844247590925687
1029,50,0.07536601470889592
1695,50,0.014221878491020022
1743,550,0.014970455948496341
1267,240,0.01213903743315508
349,159,0.02556968195296316
99,487,0.02570655441972339
1025,543,0.022569444444444444
1247,196,0.0206906392694064
626,55,0.00288565588553565
746,114,0.026382978723404255
385,574,0.5638325875230323
1294,933,0.002493260405466473
265,82,0.01644736842105263
1494,336,0.007036176568204448
765,1796,0.00989922234565942
283,2294,0.01623202882522921
1196,805,0.02924102343582025
694,408,0.06325888985255854
503,745,0.008731617647058824
142,55,0.010546875
160,893,0.038139076113759655
100,387,0.0486702888189877
603,1703,0.07603965183752417
1424,2416,0.0151286212621486
1048,12,0.08574673480976717
751,2439,0.007007622326038849
1825,625,0.0182328190743338
566,887,0.014217583010888147
434,2435,0.026951808993701483
1549,160,0.006358551663232264
1364,31,0.0276391858715451
483,247,0.042666666666666665
1264,268,0.012762862055283692
1772,429,0.007248252653378203
488,1039,0.020389696567533328
873,997,0.0037850113550340647
1528,259,0.029443350635403605
1453,454,0.009078212290502794
817,127,0.009343353497228169
457,542,0.021484375
1352,1766,0.1996432287795452
741,2750,0.5555555555555556
1523,1283,0.029513116940862606
631,2248,0.09015106925642537
739,108,0.014854806248602371
82,1166,0.0117011701170117
1121,2486,0.007897240723120837
535,1612,0.0060623149584097
1165,363,0.01524357744376932
1825,667,0.02384291725105189
234,1507,0.03505392912172573
358,114,0.03471826977803073
445,2371,0.0268644747393745
54,1039,0.00011625653943034297
639,166,0.0007501213431584521
343,546,0.0057960514399565295
262,643,0.010586159576553615
495,71,0.02873649836724441
746,2161,0.01
856,1756,0.04956550228559839
1073,614,0.014186193793540216
541,735,0.017790262172284643
1440,2532,0.01879962634283045
1001,429,0.026715838881172467
1355,499,0.01326928010074392
734,331,0.013532968615030231
1172,69,0.006191490415572837
623,655,0.009473116514643469
203,2069,0.00991535916536424
478,2593,0.030303030303030307
141,18,0.00834461693484901
1052,770,0.04833087786122391
701,265,0.1203541944986812
632,1509,0.0213078618662748
224,627,0.016393442622950817
162,907,0.00664080478663949
42,166,0.006926919032597264
191,430,0.009127852453891841
352,31,0.03281727812820278
178,559,0.010884353741496598
1645,350,0.03176312247644684
1456,506,0.009722392075333252
1245,728,0.014227699201792466
270,865,0.009990345464467112
991,119,0.01968390804597701
1611,105,0.005272407732864675
696,565,0.0013264022314766954
75,509,0.18306994210608668
712,254,0.02575512405609493
498,1526,0.021648765518203376
1780,4,0.019764728294518263
1063,12,0.007872453029902091
858,565,0.0374133046791052
873,748,0.00529901589704769
97,115,0.005555555555555557
1248,122,0.017651052274270197
496,61,0.05158552925413131
240,2189,0.024340405072420208
1058,166,0.0191948360794972
1643,1864,0.03402389233328293
518,137,0.125292511700468
344,2411,0.009507510933637574
739,320,0.011628278439766156
866,268,0.01773995077932732
526,559,0.00763807285546416
351,109,0.03514276749294007
40,904,0.04303781133049426
155,182,0.030725175161665126
680,80,0.016521923321330227
89,1427,0.01885733527893142
467,554,0.003730524467851657
470,98,0.0011935919034682548
1034,224,0.031913812379306836
1026,117,0.01582144109882401
532,2049,0.012263441962150713
457,336,0.0078125
1768,650,0.028592865647784176
400,320,0.01678813118167621
112,597,0.005770481144343303
1779,1260,0.0138833076235044
151,166,0.014411142177741774
121,1476,0.02438727873954484
663,810,0.0026283240568954853
933,1645,0.04007573366992742
1416,367,0.014993954050785971
62,19,0.05742364814243533
1087,88,0.019061367586836755
204,265,0.1235450848408358
215,155,0.02806720175482327
133,1721,0.008511480601741884
490,202,0.005689515036575454
761,87,0.001224671565352928
1581,354,0.051969625059326056
1812,2652,0.158984375
159,1010,0.00830860534124629
921,934,0.005027280524078028
100,286,0.03746068058335717
413,451,0.010948905109489052
872,1585,0.022922636103151862
776,165,0.0408028956893715
138,157,0.01306499934870392
1317,707,0.006648298993770964
1752,459,0.01727002037298229
1251,169,0.025008638562543192
111,121,0.02364023093284716
1440,1419,0.019617001401214387
77,1320,0.04080551139374669
1810,361,0.03517611383251691
953,785,0.020268468308294072
1641,305,0.02862763072457125
1428,625,0.01271626398497381
866,2789,0.015278917145200984
441,1155,0.01701252570573939
1784,1896,0.02887473460721868
1674,96,0.04052796344868432
711,343,0.014335437437319331
715,188,0.011064536837732716
301,1362,0.013610702961874563
910,115,0.030178759200841218
123,349,0.014283245982837069
395,1024,0.023977866584691053
1634,320,0.01897406559877956
1765,2596,0.02956989247311828
182,255,0.004618463036071602
1391,259,0.009819042860556557
90,1432,0.03785103785103785
1785,162,0.01997345300549902
151,78,0.017416185424233715
1625,479,0.06897544819641444
1571,774,0.031773399014778325
537,506,0.3327809997238332
1274,408,0.0036497917471767774
1082,214,0.028526357302484564
1149,287,0.019223551978649764
1738,2227,0.04906945074897866
851,843,0.026612783992903257
1476,295,0.0067194068385687325
1792,439,0.010350318471337579
1386,360,0.015387926396212203
208,340,0.02893904063957362
1444,1652,0.020673140296146586
505,303,0.02414503502266172
1183,677,0.06033717834960072
912,173,0.0018846194115799395
544,363,0.014962593516209474
1371,423,0.007999150532686794
1127,446,0.013333333333333334
1315,454,0.012295081967213116
298,2179,0.019178358736247098
1334,155,0.059611621255456874
537,292,0.0196078431372549
1441,9,0.000326507512393681
592,177,0.0273972602739726
1124,1369,0.01925207756232687
7,229,0.03971339278908453
815,518,0.0098981077147016
3,79,0.06517279469780653
1721,1565,0.007000195809672998
193,2037,0.012320626177706916
294,1933,0.016222600479383054
25,667,0.021505376344086027
366,182,0.002634710181879993
38,93,0.034364932148784534
730,359,0.0058179329226557145
509,114,0.037998420844848016
386,300,0.011229065266546585
1467,124,0.010404473923787228
1660,61,0.031800990784637516
1585,137,0.04034899739782642
1158,87,0.030769230769230767
1508,54,0.029824214892356312
197,819,0.010622902361671335
126,190,0.013577606249418771
1591,19,0.018863879957127544
825,50,0.1476575286415712
1544,1279,0.031094795940401636
1060,1342,0.015621462531129724
451,720,0.017919698194556726
1411,361,0.0070152202217932036
671,115,0.018735794581976783
979,1053,0.06243318366474236
430,448,0.011743907058972092
360,904,0.07473309608540925
126,292,0.048916581419138835
1351,828,0.02238190599599482
419,880,0.018080000000000002
290,1349,0.016372720158911697
449,479,0.014218711429276722
85,1386,0.027258150721539285
1694,1610,0.011610044313146231
745,384,0.02039329934450109
1790,2071,0.012002502150285402
227,1412,0.006764793339280405
1114,1072,0.012009702419688812
970,117,0.02074104543728642
31,757,0.019742566533649367
1256,869,0.014089949763681222
1495,291,0.019397993311036792
42,185,0.004206098843322818
97,740,0.01859903381642512
710,159,0.007472431804991294
1255,721,0.011200893443699908
196,615,0.04779639975170701
64,1190,0.0125362270000674
